id,name,age,nationality,overall,club
221130,Y. Cardinale,23,France,79,OGC Nice
220440,C. Lenglet,22,France,79,Sevilla FC
218339,M. Dahoud,21,Germany,79,Borussia Dortmund
216150,D. Zappacosta,25,Italy,79,Chelsea
215466,N. Maksimović,25,Serbia,79,Napoli
215259,E. Rigoni,24,Argentina,79,Zenit St. Petersburg
215057,I. Marcone,27,Argentina,79,Club Atlético Lanús
215051,L. López,27,Argentina,79,SL Benfica
214997,A. Correa,22,Argentina,79,Atlético Madrid
213345,K. Coman,21,France,79,FC Bayern Munich
213150,S. Kritsyuk,26,Russia,79,FC Krasnodar
212886,W. Cyprien,22,France,79,OGC Nice
212602,Diego Llorente,23,Spain,79,Real Sociedad
212523,Anderson Talisca,23,Brazil,79,Beşiktaş JK
212501,L. Dendoncker,22,Belgium,79,RSC Anderlecht
212150,M. Meyer,21,Germany,79,FC Schalke 04
211688,Gayà,22,Spain,79,Valencia CF
211381,S. Boufal,23,Morocco,79,Southampton
211354,M. Benassi,22,Italy,79,Fiorentina
211256,N. Tagliafico,24,Argentina,79,Independiente
210864,E. Hysaj,23,Albania,79,Napoli
210514,João Cancelo,23,Portugal,79,Inter
210413,A. Romagnoli,22,Italy,79,Milan
208777,Óliver Torres,22,Spain,79,FC Porto
208128,H. Çalhanoğlu,23,Turkey,79,Milan
208093,Gerard Moreno,25,Spain,79,RCD Espanyol
207948,B. Traoré,21,Burkina Faso,79,Olympique Lyonnais
207441,L. Vietto,23,Argentina,79,Atlético Madrid
207439,L. Paredes,23,Argentina,79,Zenit St. Petersburg
206511,M. Arnold,23,Germany,79,VfL Wolfsburg
206113,S. Gnabry,21,Germany,79,TSG 1899 Hoffenheim
205988,L. Shaw,21,England,79,Manchester United
205678,E. Višća,27,Bosnia Herzegovina,79,İstanbul Başakşehir FK
205525,Bernard,24,Brazil,79,Shakhtar Donetsk
205407,D. Baselli,25,Italy,79,Torino
205175,A. Milik,23,Poland,79,Napoli
205069,Bernat,24,Spain,79,FC Bayern Munich
204638,W. Orban,24,Germany,79,RB Leipzig
204523,Rubén Pardo,24,Spain,79,Real Sociedad
204311,K. Zouma,22,France,79,Stoke City
204024,C. Kramer,26,Germany,79,Borussia Mönchengladbach
203890,S. Vrsaljko,25,Croatia,79,Atlético Madrid
203757,Zé Luís,26,Cape Verde,79,Spartak Moscow
203574,J. Stones,23,England,79,Manchester City
202849,J. Vestergaard,24,Denmark,79,Borussia Mönchengladbach
202642,Fernando,25,Brazil,79,Spartak Moscow
202556,M. Depay,23,Netherlands,79,Olympique Lyonnais
201988,F. Fernández,28,Argentina,79,Swansea City
201956,S. Sané,26,Senegal,79,Hannover 96
201858,N. Sansone,25,Italy,79,Villarreal CF
201533,P. Ntep,24,France,79,VfL Wolfsburg
201454,F. Ghoulam,26,Algeria,79,Napoli
201377,J. Murillo,25,Colombia,79,Valencia CF
201305,Gabriel Paulista,26,Brazil,79,Valencia CF
201262,V. Darida,26,Czech Republic,79,Hertha BSC Berlin
201118,Cédric,25,Portugal,79,Southampton
201049,L. Tonelli,27,Italy,79,Napoli
201046,R. Saponara,25,Italy,79,Fiorentina
201042,D. Sidibé,24,France,79,AS Monaco
200641,Y. Konoplyanka,27,Ukraine,79,FC Schalke 04
200458,L. Digne,23,France,79,FC Barcelona
200454,Paco Alcácer,23,Spain,79,FC Barcelona
199977,Vicente Gómez,28,Spain,79,UD Las Palmas
199952,E. Çolak,26,Turkey,79,RC Deportivo de La Coruña
199852,N. Jørgensen,26,Denmark,79,Feyenoord
199576,Oriol Romeu,25,Spain,79,Southampton
199561,Nolito,30,Spain,79,Sevilla FC
199550,B. Martins Indi,25,Netherlands,79,Stoke City
198683,M. Gabbiadini,25,Italy,79,Southampton
198077,P. Herrmann,26,Germany,79,Borussia Mönchengladbach
197948,F. Lejeune,26,France,79,Newcastle United
195363,J. Bruma,25,Netherlands,79,VfL Wolfsburg
194957,P. Jones,25,England,79,Manchester United
194911,Adrián,30,Spain,79,West Ham United
194174,Keko,25,Spain,79,Málaga CF
193887,H. Pérez,28,Paraguay,79,RCD Espanyol
193171,Jaume Costa,29,Spain,79,Villarreal CF
193105,A. Areola,24,France,79,Paris Saint-Germain
192679,Escudero,27,Spain,79,Sevilla FC
192565,Y. Mallı,25,Turkey,79,VfL Wolfsburg
192086,A. Kokorin,26,Russia,79,Zenit St. Petersburg
191210,S. Corchia,26,France,79,Sevilla FC
190875,J. Kucka,30,Slovakia,79,Trabzonspor
190778,J. Zoet,26,Netherlands,79,PSV
190544,A. Ljajić,25,Serbia,79,Torino
190286,Canales,26,Spain,79,Real Sociedad
190243,M. Hitz,29,Switzerland,79,FC Augsburg
190223,Balenziaga,29,Spain,79,Athletic Club de Bilbao
189963,W. Bony,28,Ivory Coast,79,Swansea City
189433,B. Hübner,27,Germany,79,TSG 1899 Hoffenheim
189271,F. Coquelin,26,France,79,Arsenal
189169,Jonathas,28,Brazil,79,Hannover 96
188955,G. Bou,27,Argentina,79,Club Tijuana
188524,V. Babacan,28,Turkey,79,İstanbul Başakşehir FK
188428,S. Doumbia,29,Ivory Coast,79,Sporting CP
187457,C. Noboa,32,Ecuador,79,Zenit St. Petersburg
187347,I. Smolnikov,28,Russia,79,Zenit St. Petersburg
187324,Maurício,28,Brazil,79,Lazio
186307,M. Fabián,27,Mexico,79,Eintracht Frankfurt
186148,R. Zieler,28,Germany,79,VfB Stuttgart
186132,D. Drinkwater,27,England,79,Chelsea
185103,A. Kolarov,31,Serbia,79,Roma
184949,Mariano,31,Brazil,79,Galatasaray SK
184881,S. Feghouli,27,Algeria,79,Galatasaray SK
184477,K. Papadopoulos,25,Greece,79,Hamburger SV
184069,S. Wagner,29,Germany,79,TSG 1899 Hoffenheim
183899,P. Piatti,28,Argentina,79,RCD Espanyol
183893,C. Yacob,29,Argentina,79,West Bromwich Albion
183855,A. Ogbonna,29,Italy,79,West Ham United
183666,Roberto,31,Spain,79,Málaga CF
183108,N. Amrabat,30,Morocco,79,CD Leganés
181402,W. Vainqueur,28,France,79,Antalyaspor
180334,Marcelo,30,Brazil,79,Olympique Lyonnais
178424,Antunes,30,Portugal,79,Getafe CF
177723,Fabricio,29,Spain,79,Beşiktaş JK
177578,S. Prödl,30,Austria,79,Watford
177519,S. Tasci,30,Germany,79,Spartak Moscow
177159,F. Johnson,29,United States,79,Borussia Mönchengladbach
176993,Bojan,26,Spain,79,Deportivo Alavés
176944,M. Fellaini,29,Belgium,79,Manchester United
176731,P. Wernbloom,31,Sweden,79,CSKA Moscow
176571,A. Ayew,27,Ghana,79,West Ham United
176550,D. Ospina,28,Colombia,79,Arsenal
176285,W. Reid,28,New Zealand,79,West Ham United
176266,Lucas Leiva,30,Brazil,79,Lazio
173474,Z. Junuzović,29,Austria,79,SV Werder Bremen
173306,C. Ansaldi,30,Argentina,79,Torino
172962,V. Moses,26,Nigeria,79,Chelsea
172290,D. Zurutuza,30,France,79,Real Sociedad
172114,D. Valeri,31,Argentina,79,Portland Timbers
171791,José Fonte,33,Portugal,79,West Ham United
170797,N. Şahin,28,Turkey,79,Borussia Dortmund
170733,Gervinho,30,Ivory Coast,79,NA
170369,G. dos Santos,28,Mexico,79,LA Galaxy
169596,R. Shawcross,29,England,79,Stoke City
169588,J. Evans,29,Northern Ireland,79,West Bromwich Albion
168435,S. Sirigu,30,Italy,79,Torino
168320,A. Gyan,31,Ghana,79,Kayserispor
167943,Y. Cabaye,31,France,79,Crystal Palace
166072,Danilo,33,Brazil,79,Udinese
165501,N. Pareja,33,Argentina,79,Sevilla FC
165109,S. Radu,30,Romania,79,Lazio
160741,D. Abraham,30,Argentina,79,Eintracht Frankfurt
159240,M. Krohn-Dehli,34,Denmark,79,Sevilla FC
159171,Jurado,31,Spain,79,RCD Espanyol
159145,B. Gomis,31,France,79,Galatasaray SK
156519,H. Herrera,27,Mexico,79,FC Porto
148711,Luisão,36,Brazil,79,SL Benfica
148122,V. Berezutskiy,35,Russia,79,CSKA Moscow
148119,I. Akinfeev,31,Russia,79,CSKA Moscow
147782,I. Denisov,33,Russia,79,Lokomotiv Moscow
147621,A. Samedov,32,Russia,79,Spartak Moscow
146482,Xabi Prieto,33,Spain,79,Real Sociedad
146439,Negredo,31,Spain,79,Beşiktaş JK
142902,A. Pyatov,33,Ukraine,79,Shakhtar Donetsk
142784,P. Zabaleta,32,Argentina,79,West Ham United
140233,G. Ochoa,31,Mexico,79,Standard de Liège
139062,W. Caballero,35,Argentina,79,Chelsea
137809,Vágner Love,33,Brazil,79,Alanyaspor
137677,M. Vorm,33,Netherlands,79,Tottenham Hotspur
137351,D. Baier,33,Germany,79,FC Augsburg
135451,Gomes,36,Brazil,79,Watford
121933,R. Adler,32,Germany,79,1. FSV Mainz 05
49031,S. Sorrentino,38,Italy,79,Chievo Verona
8473,T. Rosický,36,Czech Republic,79,Sparta Praha
7763,A. Pirlo,38,Italy,79,New York City Football Club
6826,G. Barry,36,England,79,West Bromwich Albion
80,E. Belözoğlu,36,Turkey,79,İstanbul Başakşehir FK
229909,A. Lunev,25,Russia,78,Zenit St. Petersburg
228941,André Silva,21,Portugal,78,Milan
228687,K. Dolberg,19,Denmark,78,Ajax
227950,Yeray,22,Spain,78,Athletic Club de Bilbao
227796,C. Pulisic,18,United States,78,Borussia Dortmund
227234,L. Tousart,20,France,78,Olympique Lyonnais
226753,A. Onana,21,Cameroon,78,Ajax
225199,V. Koziello,21,France,78,OGC Nice
225028,N. Radoja,24,Serbia,78,RC Celta de Vigo
223874,V. Rongier,22,France,78,FC Nantes
223627,O. Al Soma,28,Syria,78,Al Ahli
223061,F. Cervi,23,Argentina,78,SL Benfica
223033,Jorge Meré,20,Spain,78,1. FC Köln
222943,Jony,25,Spain,78,Málaga CF
222558,R. Karsdorp,22,Netherlands,78,Roma
222509,Dani Ceballos,20,Spain,78,Real Madrid CF
221992,H. Lozano,21,Mexico,78,PSV
221540,Raúl,27,Brazil,78,SC Braga
221087,Pau López,22,Spain,78,RCD Espanyol
219985,M. Vecino,25,Uruguay,78,Inter
219932,A. Sanabria,21,Paraguay,78,Real Betis Balompié
219576,R. Battaglia,25,Argentina,78,Sporting CP
219411,J. Izquierdo,24,Colombia,78,Brighton & Hove Albion
217877,T. Bongonda,21,Belgium,78,Trabzonspor
216778,Rúben Semedo,23,Portugal,78,Villarreal CF
216547,Rafa,24,Portugal,78,SL Benfica
216475,Morales,29,Spain,78,Levante UD
216189,Capa,25,Spain,78,SD Eibar
216065,M. Sportiello,25,Italy,78,Fiorentina
215333,D. Zapata,26,Colombia,78,Sampdoria
215061,D. Benedetto,27,Argentina,78,Boca Juniors
213582,A. Ruiz,23,Argentina,78,Sporting CP
213400,D. Laxalt,24,Uruguay,78,Genoa
213135,D. Origi,22,Belgium,78,VfL Wolfsburg
212977,N. Stark,22,Germany,78,Hertha BSC Berlin
212911,Hernâni,25,Portugal,78,FC Porto
212230,Iuri Medeiros,22,Portugal,78,Sporting CP
212198,Bruno Fernandes,22,Portugal,78,Sporting CP
212153,R. Gagliardini,23,Italy,78,Inter
211119,Pedro Santos,29,Portugal,78,Columbus Crew SC
210930,Carles Gil,24,Spain,78,RC Deportivo de La Coruña
210679,Paulo Oliveira,26,Portugal,78,SD Eibar
210333,A. Szymanowski,28,Argentina,78,CD Leganés
210282,Bruno Peres,27,Brazil,78,Roma
209997,K. Wimmer,24,Austria,78,Stoke City
209307,Tiago Volpi,26,Brazil,78,Querétaro
208574,F. Kostić,24,Serbia,78,Hamburger SV
208230,A. Samaris,28,Greece,78,SL Benfica
208135,A. Doucouré,24,France,78,Watford
207939,G. Pizarro,27,Argentina,78,Sevilla FC
207877,J. Martínez,24,Venezuela,78,Atlanta United FC
207862,M. Ginter,23,Germany,78,Borussia Mönchengladbach
207494,J. Lingard,24,England,78,Manchester United
206591,M. Weiser,23,Germany,78,Hertha BSC Berlin
206225,D. Cheryshev,26,Russia,78,Villarreal CF
206222,Bigas,26,Spain,78,UD Las Palmas
206198,D. Heintz,23,Germany,78,1. FC Köln
205923,B. Davies,24,Wales,78,Tottenham Hotspur
205633,L. Castro,28,Argentina,78,Chievo Verona
205569,J. Ward-Prowse,22,England,78,Southampton
205114,T. Inui,29,Japan,78,SD Eibar
204923,M. Sabitzer,23,Austria,78,RB Leipzig
204884,B. Mendy,22,France,78,Manchester City
204838,R. Jiménez,26,Mexico,78,SL Benfica
204819,E. Sala,26,Argentina,78,FC Nantes
204240,B. Reynet,26,France,78,Dijon FCO
204077,M. Niang,22,France,78,Torino
203980,K. Fortounis,24,Greece,78,Olympiakos CFP
203895,Pozuelo,25,Spain,78,KRC Genk
203627,Joãozinho,28,Brazil,78,FC Krasnodar
203605,P. Kadeřábek,25,Czech Republic,78,TSG 1899 Hoffenheim
203535,T. Vilhena,22,Netherlands,78,Feyenoord
203362,M. Elyounoussi,22,Norway,78,FC Basel
203106,L. Bittencourt,23,Germany,78,1. FC Köln
202648,Sergi Darder,23,Spain,78,RCD Espanyol
202325,D. Demme,25,Germany,78,RB Leipzig
201878,V. Eysseric,25,France,78,Fiorentina
201508,G. Ramírez,26,Uruguay,78,Sampdoria
201505,David López,27,Spain,78,RCD Espanyol
201325,C. Tătăruşanu,31,Romania,78,FC Nantes
201144,M. Badelj,28,Croatia,78,Fiorentina
201143,A. Mandi,25,Algeria,78,Real Betis Balompié
201119,Ismaily,27,Brazil,78,Shakhtar Donetsk
201095,A. Marchesín,29,Argentina,78,Club América
201013,L. Teodorczyk,26,Poland,78,RSC Anderlecht
200798,Marafona,30,Portugal,78,SC Braga
200726,B. Lecomte,26,France,78,Montpellier Hérault SC
200529,N. Chadli,27,Belgium,78,West Bromwich Albion
200215,S. Rode,26,Germany,78,Borussia Dortmund
199767,M. van Ginkel,24,Netherlands,78,PSV
199626,André André,27,Portugal,78,FC Porto
199602,J. Guidetti,25,Sweden,78,RC Celta de Vigo
199304,Danilo,25,Brazil,78,Manchester City
199069,V. Aboubakar,25,Cameroon,78,FC Porto
199042,C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen
198614,Raúl Navas,29,Spain,78,Real Sociedad
198584,K. Mbodj,27,Senegal,78,RSC Anderlecht
198329,Rodrigo,26,Spain,78,Valencia CF
198140,R. Funes Mori,26,Argentina,78,Monterrey
198113,M. Höger,27,Germany,78,1. FC Köln
197225,N. Lodeiro,28,Uruguay,78,Seattle Sounders FC
197083,D. Caligiuri,29,Italy,78,FC Schalke 04
196889,S. Verdi,24,Italy,78,Bologna
196432,E. Pérez,31,Argentina,78,River Plate
196150,T. Gutiérrez,32,Colombia,78,CPD Junior Barranquilla
195671,C. Austin,27,England,78,Southampton
189296,E. Berisha,28,Albania,78,Atalanta
163186,G. Gillet,33,Belgium,78,Olympiakos CFP
142707,L. López,34,Argentina,78,Racing Club de Avellaneda
194932,A. Townsend,25,England,78,Crystal Palace
206198,D. Heintz,23,Germany,78,1. FC Köln
203895,Pozuelo,25,Spain,78,KRC Genk
157304,T. Vermaelen,31,Belgium,78,FC Barcelona
168312,I. Abate,30,Italy,78,Milan
134779,J. Briand,31,France,78,En Avant de Guingamp
204923,M. Sabitzer,23,Austria,78,RB Leipzig
216189,Capa,25,Spain,78,SD Eibar
112253,J. Toulalan,33,France,78,Girondins de Bordeaux
138110,Bruno Alves,35,Portugal,78,Rangers
16254,T. Howard,38,United States,78,Colorado Rapids
142721,M. Barovero,33,Argentina,78,Necaxa
199042,C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen
223874,V. Rongier,22,France,78,FC Nantes
45186,Joaquín,35,Spain,78,Real Betis Balompié
207494,J. Lingard,24,England,78,Manchester United
168326,S. Bocchetti,30,Italy,78,Spartak Moscow
201095,A. Marchesín,29,Argentina,78,Club América
189575,Muniain,24,Spain,78,Athletic Club de Bilbao
199304,Danilo,25,Brazil,78,Manchester City
158856,C. Gentner,31,Germany,78,VfB Stuttgart
223627,O. Al Soma,28,Syria,78,Al Ahli
165517,F. Gago,31,Argentina,78,Boca Juniors
206222,Bigas,26,Spain,78,UD Las Palmas
213135,D. Origi,22,Belgium,78,VfL Wolfsburg
206225,D. Cheryshev,26,Russia,78,Villarreal CF
7826,R. van Persie,33,Netherlands,78,Fenerbahçe SK
178322,M. Layún,29,Mexico,78,FC Porto
201878,V. Eysseric,25,France,78,Fiorentina
202648,Sergi Darder,23,Spain,78,RCD Espanyol
213400,D. Laxalt,24,Uruguay,78,Genoa
209307,Tiago Volpi,26,Brazil,78,Querétaro
216475,Morales,29,Spain,78,Levante UD
199069,V. Aboubakar,25,Cameroon,78,FC Porto
210333,A. Szymanowski,28,Argentina,78,CD Leganés
188829,N. Nkoulou,27,Cameroon,78,Torino
112542,S. Ignashevich,37,Russia,78,CSKA Moscow
201119,Ismaily,27,Brazil,78,Shakhtar Donetsk
221087,Pau López,22,Spain,78,RCD Espanyol
168607,Rafinha,31,Brazil,78,FC Bayern Munich
227234,L. Tousart,20,France,78,Olympique Lyonnais
13732,J. Terry,36,England,78,Aston Villa
152996,P. Skjelbred,30,Norway,78,Hertha BSC Berlin
158372,I. Afellay,31,Netherlands,78,Stoke City
163492,N. Lombaerts,32,Belgium,78,KV Oostende
178085,Granero,29,Spain,78,RCD Espanyol
189606,J. Baumgartlinger,29,Austria,78,Bayer 04 Leverkusen
152999,R. Palacio,35,Argentina,78,Bologna
188840,Miguel Lopes,30,Portugal,78,Akhisar Belediyespor
189354,Susaeta,29,Spain,78,Athletic Club de Bilbao
153260,Hilton,39,Brazil,78,Montpellier Hérault SC
187052,Y. M'Vila,27,France,78,Rubin Kazan
211119,Pedro Santos,29,Portugal,78,Columbus Crew SC
212911,Hernâni,25,Portugal,78,FC Porto
225199,V. Koziello,21,France,78,OGC Nice
199602,J. Guidetti,25,Sweden,78,RC Celta de Vigo
194996,Borja Bastón,24,Spain,78,Málaga CF
158133,J. Farfán,32,Peru,78,Lokomotiv Moscow
186805,J. Montero,27,Ecuador,78,Getafe CF
201143,A. Mandi,25,Algeria,78,Real Betis Balompié
198584,K. Mbodj,27,Senegal,78,RSC Anderlecht
201144,M. Badelj,28,Croatia,78,Fiorentina
219576,R. Battaglia,25,Argentina,78,Sporting CP
165560,M. Ruben,30,Argentina,78,Rosario Central
123576,M. Borriello,35,Italy,78,Ferrara (SPAL)
198329,Rodrigo,26,Spain,78,Valencia CF
212153,R. Gagliardini,23,Italy,78,Inter
2492,Eliseu,33,Portugal,78,SL Benfica
208574,F. Kostić,24,Serbia,78,Hamburger SV
226753,A. Onana,21,Cameroon,78,Ajax
178625,Mosquera,29,Spain,78,RC Deportivo de La Coruña
188103,Rochina,26,Spain,78,Rubin Kazan
199626,André André,27,Portugal,78,FC Porto
216778,Rúben Semedo,23,Portugal,78,Villarreal CF
138699,B. Džemaili,31,Switzerland,78,Montreal Impact
203980,K. Fortounis,24,Greece,78,Olympiakos CFP
147660,S. Ryzhikov,36,Russia,78,Rubin Kazan
188879,A. N'Diaye,27,Senegal,78,Wolverhampton Wanderers
204240,B. Reynet,26,France,78,Dijon FCO
153296,Y. Gourcuff,30,France,78,Stade Rennais FC
186832,K. Asamoah,28,Ghana,78,Juventus
183249,R. Bobadilla,30,Paraguay,78,Borussia Mönchengladbach
192722,R. Hamouma,30,France,78,AS Saint-Étienne
227796,C. Pulisic,18,United States,78,Borussia Dortmund
174549,M. Fernández,31,Chile,78,Necaxa
186581,K. Honda,31,Japan,78,Pachuca
198614,Raúl Navas,29,Spain,78,Real Sociedad
187607,A. Dzyuba,28,Russia,78,Zenit St. Petersburg
124375,B. Yılmaz,31,Turkey,78,Trabzonspor
182744,J. Holebas,33,Greece,78,Watford
192984,K. Casteels,25,Belgium,78,VfL Wolfsburg
161754,Javi García,30,Spain,78,Real Betis Balompié
197083,D. Caligiuri,29,Italy,78,FC Schalke 04
192476,Fontàs,27,Spain,78,RC Celta de Vigo
169181,K. Vermeer,31,Netherlands,78,Feyenoord
222943,Jony,25,Spain,78,Málaga CF
192991,C. Tosun,26,Turkey,78,Beşiktaş JK
198113,M. Höger,27,Germany,78,1. FC Köln
157665,S. Dann,30,England,78,Crystal Palace
216547,Rafa,24,Portugal,78,SL Benfica
189157,Y. Bolasie,28,DR Congo,78,Everton
212198,Bruno Fernandes,22,Portugal,78,Sporting CP
187366,D. Glushakov,30,Russia,78,Spartak Moscow
188135,Juanfran,28,Spain,78,RC Deportivo de La Coruña
186345,K. Trippier,26,England,78,Tottenham Hotspur
169706,J. Cork,28,England,78,Burnley
180714,Guilherme,31,Russia,78,Lokomotiv Moscow
176619,A. Ramos,31,Colombia,78,Granada CF
155887,M. Bradley,29,United States,78,Toronto FC
189423,Souza,28,Brazil,78,Fenerbahçe SK
178160,T. Mangani,30,France,78,Angers SCO
212977,N. Stark,22,Germany,78,Hertha BSC Berlin
189681,Rafael,26,Brazil,78,Olympique Lyonnais
210930,Carles Gil,24,Spain,78,RC Deportivo de La Coruña
164082,Adriano,32,Brazil,78,Beşiktaş JK
189682,B. Mee,27,England,78,Burnley
207862,M. Ginter,23,Germany,78,Borussia Mönchengladbach
210679,Paulo Oliveira,26,Portugal,78,SD Eibar
155897,C. Dempsey,34,United States,78,Seattle Sounders FC
198140,R. Funes Mori,26,Argentina,78,Monterrey
206591,M. Weiser,23,Germany,78,Hertha BSC Berlin
160000,H. Briceldo,25,Chile,77,Colo-Colo
185090,B. Moukandjo,28,Cameroon,77,NA
197891,Juanmi,24,Spain,77,Real Sociedad
220932,L. Kalinić,27,Croatia,77,KAA Gent
183556,N. Subotić,28,Serbia,77,Borussia Dortmund
200197,N. Blandi,27,Argentina,77,San Lorenzo de Almagro
210950,P. De Blasis,29,Argentina,77,1. FSV Mainz 05
188166,M. Phillips,26,Scotland,77,West Bromwich Albion
193290,M. Braithwaite,26,Denmark,77,Middlesbrough
231691,A. Lafont,18,France,77,Toulouse FC
192012,D. Reyes,24,Mexico,77,FC Porto
146701,Iván Ramis,32,Spain,77,SD Eibar
161805,V. Behrami,32,Switzerland,77,Udinese
156432,G. Hoarau,33,France,77,BSC Young Boys
52752,T. Barnetta,32,Switzerland,77,FC St. Gallen
183569,E. Choupo-Moting,28,Cameroon,77,Stoke City
202515,Jesé,24,Spain,77,Stoke City
146963,J. Pinola,34,Argentina,77,River Plate
205590,Luís Hernández,28,Spain,77,Málaga CF
210455,Jonny,23,Spain,77,RC Celta de Vigo
181271,B. Dočkal,28,Czech Republic,77,NA
230168,Raphaelito Anjos,29,Brazil,77,Santos Futebol Clube
184089,M. Carcela-González,28,Morocco,77,Olympiakos CFP
205850,L. Pavoletti,28,Italy,77,Cagliari
45595,D. Bonera,36,Italy,77,Villarreal CF
205340,Marcelo,27,Brazil,77,Rio Ave FC
229148,Dalbert,23,Brazil,77,Inter
109852,G. McAuley,37,Northern Ireland,77,West Bromwich Albion
216349,A. Halilović,21,Croatia,77,UD Las Palmas
225309,N. Amiri,20,Germany,77,TSG 1899 Hoffenheim
185373,I. Popov,29,Bulgaria,77,Spartak Moscow
139038,N. Burdisso,36,Argentina,77,Torino
149791,W. Hoolahan,35,Republic of Ireland,77,Norwich City
230431,Sidney Pessinho,25,Brazil,77,Grêmio Foot-Ball Porto Alegrense
194079,A. Potuk,26,Turkey,77,Fenerbahçe SK
198688,F. Pogba,26,Guinea,77,AS Saint-Étienne
173857,M. Andújar,33,Argentina,77,Estudiantes de La Plata
232226,D. Boyko,29,Ukraine,77,Beşiktaş JK
203299,A. Carrillo,26,Peru,77,Watford
172835,M. Andreolli,31,Italy,77,Cagliari
200228,Bruno,27,Spain,77,Getafe CF
212772,O. Duarte,28,Costa Rica,77,RCD Espanyol
224293,Rúben Neves,20,Portugal,77,Wolverhampton Wanderers
210214,Jozabed,26,Spain,77,RC Celta de Vigo
215079,P. Pérez,31,Argentina,77,Boca Juniors
230183,Gazzolisco,29,Brazil,77,Cruzeiro
209960,Pacheco,25,Spain,77,Deportivo Alavés
160040,M. Gamonales,29,Chile,77,Universidad de Chile
230184,Ronaldo Esler,29,Brazil,77,Santos Futebol Clube
226601,Vitor Hugo,26,Brazil,77,Fiorentina
190761,T. Arslan,26,Turkey,77,Beşiktaş JK
201519,J. Veretout,24,France,77,Fiorentina
196143,D. Pabón,29,Colombia,77,Monterrey
200752,Juan Jesus,26,Brazil,77,Roma
207920,E. Durm,25,Germany,77,Borussia Dortmund
197681,G. Imbula,24,France,77,Toulouse FC
198706,Luis Alberto,24,Spain,77,Lazio
189234,M. Risse,27,Germany,77,1. FC Köln
204341,Luís Neto,29,Portugal,77,Fenerbahçe SK
176949,B. Ruíz,31,Costa Rica,77,Sporting CP
198198,Jordi Amat,25,Spain,77,Real Betis Balompié
205878,S. Kapino,23,Greece,77,Olympiakos CFP
175671,J. Ďurica,35,Slovakia,77,Trabzonspor
198200,B. Stambouli,26,France,77,FC Schalke 04
214584,F. Armani,30,Argentina,77,Atletico Nacional Medellin
179768,C. Kaboré,29,Burkina Faso,77,FC Krasnodar
